"actors","communityRate","creator","curiosities","description","filmPilot","filmwebRanking","genres","images","poster","title","type","url","userReviews","year"
"{=, Lena Headey=Cersei Lannister, Kit Harington=Jon Snow, Sophie Turner=Sansa Stark, Nikolaj Coster-Waldau=Ser Jaime Lannister, Peter Dinklage=Tyrion Lannister, Iain Glen=Ser Jorah Mormont, Emilia Clarke=Daenerys Targaryen, Maisie Williams=Arya Stark}","8,9","[David Benioff, D.B. Weiss]","[Stephen Warbeck miał stworzyć muzykę do serialu, ale ostatecznie zastąpił go Ramin Djawadi., Carice van Houten otrzymała propozycję wystąpienia w serialu już w pierwszym sezonie. Jednak jej udział był wówczas niemożliwy z uwagi na kolidujące zobowiązania zawodowe. Do obsady dołączyła w drugim sezonie jako Melisandre., Jennifer Ehle wystąpiła w pilocie serialu w roli Catelyn Stark, jednak musiała z niej zrezygnować z powodów rodzinnych. Została zastąpiona przez Michelle Fairley - z jej udziałem nakręcono ponownie sceny z pilota serialu, w których pojawia się Catelyn Stark.]","Kilka rodzin szlacheckich walczy o panowanie nad ziemiami krainy Westeros. Polityczne i seksualne intrygi są na porządku dziennym. Robert Baratheon (Mark Addy), król Siedmiu Królestw, prosi swojego starego przyjaciela, Eddarda Starka (Sean Bean), aby służył jako jego główny doradca. Ten, podejrzewając, że poprzednik na tym stanowisku został zamordowany, przyjmuje propozycję, aby dogłębnie zbadać sprawę. Okazuje się, że przejęcie tronu planuje kilka rodzin. Lannisterowie,familia królowej, staje się podejrzana o podstępne knucie spisku. Po drugiej stronie morza pozbawieni władzy ostatni przedstawiciele poprzednio rządzącego rodu, Targaryenów, również zamierzają odzyskać kontrolę nad królestwem. Narastający konflikt pomiędzy rodzinami, do którego włączają się również inne rody, prowadzi do wojny. W międzyczasie na dalekiej północy budzi się pradawne zło. W chaosie pełnym walk i konfliktów tylko grupa wyrzutków zwana Nocną Strażą stoi pomiędzy królestwem ludzi, a horrorem kryjącym się poza nim.","Adaptacja sagi George'a R.R. Martina. W królestwie Westeros walka o władzę, spiski oraz zbrodnie są na porządku dziennym.","#1 TOP","[Dramat, Fantasy, Przygodowy]","[https://ssl-gfx.filmweb.pl/ph/68/48/476848/324678.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324679.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324680.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324681_1.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324682.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324683.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324684.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324685.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324686.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324687.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324688.1.jpg, https://ssl-gfx.filmweb.pl/ph/68/48/476848/324689.1.jpg]","https://ssl-gfx.filmweb.pl/po/68/48/476848/7794141.6.jpg","Gra o tron","serial","https://www.filmweb.pl/serial/Gra+o+tron-2011-476848","[https://www.filmweb.pl/review/Nowa+nadzieja+fantasy-11928, https://www.filmweb.pl/review/A+niech+umr%C4%85+wszyscy-20737, https://www.filmweb.pl/review/Winter+Is+Coming-15833]","2011-2019"
